Folder,Date,Read Status,Email Count
Zema,2023-07-27 00:00:00,Unread,7
Zema,2023-07-27 00:00:00,Read,3
Zema,2023-07-28 00:00:00,Read,4
Zema,2023-07-28 00:00:00,Unread,3
Zema,2023-07-31 00:00:00,Unread,15
Zema,2023-08-01 00:00:00,Unread,11
Zema,2023-08-01 00:00:00,Read,3
Zema,2023-08-02 00:00:00,Read,4
Zema,2023-08-02 00:00:00,Unread,6
Zema,2023-08-03 00:00:00,Read,2
Zema,2023-08-03 00:00:00,Unread,10
Zema,2023-08-04 00:00:00,Read,4
Zema,2023-08-04 00:00:00,Unread,8
Zema,2023-08-05 00:00:00,Unread,4
Zema,2023-08-06 00:00:00,Unread,2
Zema,2023-08-07 00:00:00,Unread,8
Zema,2023-08-08 00:00:00,Read,5
Zema,2023-08-08 00:00:00,Unread,8
Zema,2023-08-09 00:00:00,Unread,10
Zema,2023-08-10 00:00:00,Unread,13
Zema,2023-08-11 00:00:00,Read,3
Zema,2023-08-11 00:00:00,Unread,5
Zema,2023-08-12 00:00:00,Unread,1
Zema,2023-08-13 00:00:00,Unread,1
Zema,2023-08-14 00:00:00,Read,1
Zema,2023-08-14 00:00:00,Unread,5
Zema,2023-08-15 00:00:00,Unread,6
Zema,2023-08-15 00:00:00,Read,1
Zema,2023-08-16 00:00:00,Unread,6
Zema,2023-08-16 00:00:00,Read,1
Zema,2023-08-17 00:00:00,Unread,2
Zema,2023-08-18 00:00:00,Unread,2
Zema,2023-08-19 00:00:00,Unread,1
Zema,2023-08-21 00:00:00,Read,2
Zema,2023-08-21 00:00:00,Unread,5
Zema,2023-08-22 00:00:00,Read,3
Zema,2023-08-22 00:00:00,Unread,8
Zema,2023-08-23 00:00:00,Read,3
Zema,2023-08-23 00:00:00,Unread,5
Zema,2023-08-24 00:00:00,Read,2
Zema,2023-08-24 00:00:00,Unread,12
Zema,2023-08-25 00:00:00,Read,7
Zema,2023-08-25 00:00:00,Unread,7
Zema,2023-08-26 00:00:00,Unread,4
Zema,2023-08-28 00:00:00,Read,2
Zema,2023-08-28 00:00:00,Unread,2
Zema,2023-08-29 00:00:00,Read,6
Zema,2023-08-29 00:00:00,Unread,17
Zema,2023-08-30 00:00:00,Read,1
Zema,2023-08-30 00:00:00,Unread,11
Zema,2023-08-31 00:00:00,Read,1
Zema,2023-08-31 00:00:00,Unread,13
Zema,2023-09-01 00:00:00,Read,4
Zema,2023-09-01 00:00:00,Unread,13
Zema,2023-09-02 00:00:00,Unread,5
Zema,2023-09-03 00:00:00,Read,1
Zema,2023-09-04 00:00:00,Unread,8
Zema,2023-09-04 00:00:00,Read,1
Zema,2023-09-05 00:00:00,Read,2
Zema,2023-09-06 00:00:00,Read,7
Zema,2023-09-06 00:00:00,Unread,1
Zema,2023-09-07 00:00:00,Read,3
Zema,2023-09-07 00:00:00,Unread,1
Zema,2023-09-08 00:00:00,Read,2
Zema,2023-09-08 00:00:00,Unread,3
Zema,2023-09-09 00:00:00,Read,2
Zema,2023-09-11 00:00:00,Read,2
Zema,2023-09-11 00:00:00,Unread,8
Zema,2023-09-12 00:00:00,Unread,1
Zema,2023-09-13 00:00:00,Read,3
Zema,2023-09-13 00:00:00,Unread,4
Zema,2023-09-14 00:00:00,Unread,8
Zema,2023-09-14 00:00:00,Read,1
Zema,2023-09-15 00:00:00,Unread,10
Zema,2023-09-15 00:00:00,Read,4
Zema,2023-09-16 00:00:00,Unread,1
Zema,2023-09-17 00:00:00,Read,2
Zema,2023-09-17 00:00:00,Unread,1
Zema,2023-09-18 00:00:00,Read,6
Zema,2023-09-18 00:00:00,Unread,4
Zema,2023-09-19 00:00:00,Unread,11
Zema,2023-09-19 00:00:00,Read,5
Zema,2023-09-20 00:00:00,Read,4
Zema,2023-09-20 00:00:00,Unread,5
Zema,2023-09-21 00:00:00,Unread,10
Zema,2023-09-21 00:00:00,Read,5
Zema,2023-09-22 00:00:00,Read,1
Zema,2023-09-22 00:00:00,Unread,11
Zema,2023-09-23 00:00:00,Unread,5
Zema,2023-09-24 00:00:00,Read,1
Zema,2023-09-25 00:00:00,Read,1
Zema,2023-09-25 00:00:00,Unread,7
Zema,2023-09-26 00:00:00,Read,3
Zema,2023-09-26 00:00:00,Unread,3
Zema,2023-09-27 00:00:00,Read,2
Zema,2023-09-27 00:00:00,Unread,5
Zema,2023-09-28 00:00:00,Unread,6
Zema,2023-09-29 00:00:00,Unread,2
Vendors,2022-09-15 00:00:00,Read,1
Vendors,2022-10-11 00:00:00,Read,1
Vendors,2022-11-15 00:00:00,Read,1
Vendors,2022-11-17 00:00:00,Read,1
Vendors,2022-11-21 00:00:00,Read,1
Vendors,2022-12-05 00:00:00,Read,1
Vendors,2022-12-06 00:00:00,Read,1
Vendors,2022-12-19 00:00:00,Read,1
Vendors,2023-01-03 00:00:00,Read,1
Vendors,2023-01-04 00:00:00,Read,2
Vendors,2023-01-05 00:00:00,Read,2
Vendors,2023-01-06 00:00:00,Read,3
Vendors,2023-01-09 00:00:00,Read,1
Vendors,2023-01-11 00:00:00,Read,3
Vendors,2023-01-13 00:00:00,Read,3
Vendors,2023-01-14 00:00:00,Read,1
Vendors,2023-01-17 00:00:00,Read,2
Vendors,2023-01-18 00:00:00,Read,3
Vendors,2023-01-19 00:00:00,Read,1
Vendors,2023-01-20 00:00:00,Read,3
Vendors,2023-01-23 00:00:00,Read,1
Vendors,2023-01-24 00:00:00,Read,1
Vendors,2023-01-25 00:00:00,Read,1
Vendors,2023-01-27 00:00:00,Read,1
Vendors,2023-01-30 00:00:00,Read,1
Vendors,2023-01-31 00:00:00,Read,1
Vendors,2023-02-01 00:00:00,Read,1
Vendors,2023-02-02 00:00:00,Read,2
Vendors,2023-02-06 00:00:00,Read,1
Vendors,2023-02-07 00:00:00,Read,1
Vendors,2023-02-08 00:00:00,Read,2
Vendors,2023-02-09 00:00:00,Read,5
Vendors,2023-02-10 00:00:00,Read,2
Vendors,2023-02-13 00:00:00,Read,3
Vendors,2023-02-14 00:00:00,Read,1
Vendors,2023-02-15 00:00:00,Read,2
Vendors,2023-02-19 00:00:00,Read,1
Vendors,2023-02-20 00:00:00,Read,2
Vendors,2023-02-22 00:00:00,Read,1
Vendors,2023-02-26 00:00:00,Read,1
Vendors,2023-02-27 00:00:00,Read,2
Vendors,2023-02-28 00:00:00,Read,2
Vendors,2023-03-01 00:00:00,Read,3
Vendors,2023-03-02 00:00:00,Read,2
Vendors,2023-03-03 00:00:00,Read,2
Vendors,2023-03-06 00:00:00,Read,1
Vendors,2023-03-07 00:00:00,Read,1
Vendors,2023-03-08 00:00:00,Read,9
Vendors,2023-03-09 00:00:00,Read,1
Vendors,2023-03-10 00:00:00,Read,1
Vendors,2023-03-14 00:00:00,Read,2
Vendors,2023-03-15 00:00:00,Read,1
Vendors,2023-03-16 00:00:00,Read,1
Vendors,2023-03-17 00:00:00,Read,1
Vendors,2023-03-20 00:00:00,Read,7
Vendors,2023-03-21 00:00:00,Read,3
Vendors,2023-03-22 00:00:00,Read,2
Vendors,2023-03-23 00:00:00,Read,9
Vendors,2023-03-24 00:00:00,Read,5
Vendors,2023-03-29 00:00:00,Read,1
Vendors,2023-03-31 00:00:00,Read,2
Vendors,2023-04-03 00:00:00,Read,3
Vendors,2023-04-04 00:00:00,Read,4
Vendors,2023-04-05 00:00:00,Read,2
Vendors,2023-04-06 00:00:00,Read,2
Vendors,2023-04-11 00:00:00,Read,1
Vendors,2023-04-12 00:00:00,Read,1
Vendors,2023-04-13 00:00:00,Read,4
Vendors,2023-04-18 00:00:00,Read,5
Vendors,2023-04-19 00:00:00,Read,1
Vendors,2023-04-20 00:00:00,Read,4
Vendors,2023-04-25 00:00:00,Read,3
Vendors,2023-04-26 00:00:00,Read,5
Vendors,2023-04-28 00:00:00,Read,3
Vendors,2023-05-01 00:00:00,Read,1
Vendors,2023-05-02 00:00:00,Read,2
Vendors,2023-05-03 00:00:00,Read,4
Vendors,2023-05-04 00:00:00,Read,2
Vendors,2023-05-05 00:00:00,Read,1
Vendors,2023-05-09 00:00:00,Read,1
Vendors,2023-05-10 00:00:00,Read,2
Vendors,2023-05-11 00:00:00,Read,2
Vendors,2023-05-12 00:00:00,Read,3
Vendors,2023-05-15 00:00:00,Read,2
Vendors,2023-05-16 00:00:00,Read,2
Vendors,2023-05-17 00:00:00,Read,5
Vendors,2023-05-18 00:00:00,Read,3
Vendors,2023-05-19 00:00:00,Read,1
Vendors,2023-05-22 00:00:00,Read,1
Vendors,2023-05-23 00:00:00,Read,2
Vendors,2023-05-24 00:00:00,Read,2
Vendors,2023-05-25 00:00:00,Read,4
Vendors,2023-05-26 00:00:00,Read,1
Vendors,2023-05-30 00:00:00,Read,4
Vendors,2023-05-31 00:00:00,Read,4
Vendors,2023-06-01 00:00:00,Read,5
Vendors,2023-06-02 00:00:00,Read,3
Vendors,2023-06-05 00:00:00,Read,6
Vendors,2023-06-06 00:00:00,Read,5
Vendors,2023-06-07 00:00:00,Read,2
Vendors,2023-06-08 00:00:00,Read,3
Vendors,2023-06-09 00:00:00,Read,3
Vendors,2023-06-12 00:00:00,Read,9
Vendors,2023-06-13 00:00:00,Read,5
Vendors,2023-06-14 00:00:00,Read,9
Vendors,2023-06-15 00:00:00,Read,11
Vendors,2023-06-16 00:00:00,Read,6
Vendors,2023-06-19 00:00:00,Read,1
Vendors,2023-06-20 00:00:00,Read,17
Vendors,2023-06-21 00:00:00,Read,4
Vendors,2023-06-22 00:00:00,Read,8
Vendors,2023-06-23 00:00:00,Read,9
Vendors,2023-06-26 00:00:00,Read,8
Vendors,2023-06-27 00:00:00,Read,11
Vendors,2023-06-28 00:00:00,Read,2
Vendors,2023-06-28 00:00:00,Unread,1
Vendors,2023-06-29 00:00:00,Read,12
Vendors,2023-06-30 00:00:00,Read,14
Vendors,2023-06-30 00:00:00,Unread,2
Vendors,2023-07-05 00:00:00,Read,5
Vendors,2023-07-06 00:00:00,Read,2
Vendors,2023-07-07 00:00:00,Read,2
Vendors,2023-07-10 00:00:00,Read,6
Vendors,2023-07-11 00:00:00,Read,6
Vendors,2023-07-12 00:00:00,Read,9
Vendors,2023-07-13 00:00:00,Read,9
Vendors,2023-07-14 00:00:00,Read,5
Vendors,2023-07-17 00:00:00,Read,3
Vendors,2023-07-18 00:00:00,Read,8
Vendors,2023-07-19 00:00:00,Read,13
Vendors,2023-07-20 00:00:00,Read,4
Vendors,2023-07-21 00:00:00,Read,3
Vendors,2023-07-24 00:00:00,Read,6
Vendors,2023-07-26 00:00:00,Read,2
Vendors,2023-07-27 00:00:00,Read,1
Vendors,2023-07-28 00:00:00,Read,4
Vendors,2023-07-31 00:00:00,Read,4
Vendors,2023-08-01 00:00:00,Read,4
Vendors,2023-08-02 00:00:00,Read,6
Vendors,2023-08-03 00:00:00,Read,5
Vendors,2023-08-04 00:00:00,Read,8
Vendors,2023-08-07 00:00:00,Read,9
Vendors,2023-08-08 00:00:00,Read,10
Vendors,2023-08-09 00:00:00,Read,10
Vendors,2023-08-10 00:00:00,Read,6
Vendors,2023-08-11 00:00:00,Read,3
Vendors,2023-08-14 00:00:00,Read,4
Vendors,2023-08-15 00:00:00,Read,1
Vendors,2023-08-16 00:00:00,Read,4
Vendors,2023-08-17 00:00:00,Read,7
Vendors,2023-08-18 00:00:00,Read,2
Vendors,2023-08-20 00:00:00,Read,1
Vendors,2023-08-21 00:00:00,Read,13
Vendors,2023-08-22 00:00:00,Read,7
Vendors,2023-08-23 00:00:00,Read,3
Vendors,2023-08-24 00:00:00,Read,7
Vendors,2023-08-25 00:00:00,Read,3
Vendors,2023-08-27 00:00:00,Read,1
Vendors,2023-08-28 00:00:00,Read,2
Vendors,2023-08-29 00:00:00,Read,5
Vendors,2023-08-30 00:00:00,Read,4
Vendors,2023-08-31 00:00:00,Read,6
Vendors,2023-09-01 00:00:00,Read,7
Vendors,2023-09-05 00:00:00,Read,4
Vendors,2023-09-06 00:00:00,Read,6
Vendors,2023-09-07 00:00:00,Read,6
Vendors,2023-09-08 00:00:00,Read,5
Vendors,2023-09-12 00:00:00,Read,10
Vendors,2023-09-12 00:00:00,Unread,1
Vendors,2023-09-13 00:00:00,Read,7
Vendors,2023-09-13 00:00:00,Unread,2
Vendors,2023-09-14 00:00:00,Read,5
Vendors,2023-09-14 00:00:00,Unread,4
Vendors,2023-09-15 00:00:00,Read,6
Vendors,2023-09-15 00:00:00,Unread,2
Vendors,2023-09-16 00:00:00,Read,1
Vendors,2023-09-18 00:00:00,Read,5
Vendors,2023-09-18 00:00:00,Unread,1
Vendors,2023-09-19 00:00:00,Read,3
Vendors,2023-09-19 00:00:00,Unread,5
Vendors,2023-09-20 00:00:00,Unread,3
Vendors,2023-09-20 00:00:00,Read,4
Vendors,2023-09-21 00:00:00,Unread,4
Vendors,2023-09-21 00:00:00,Read,6
Vendors,2023-09-22 00:00:00,Read,2
Vendors,2023-09-22 00:00:00,Unread,2
Vendors,2023-09-23 00:00:00,Unread,1
Vendors,2023-09-25 00:00:00,Read,2
Vendors,2023-09-25 00:00:00,Unread,1
Vendors,2023-09-26 00:00:00,Read,6
Vendors,2023-09-26 00:00:00,Unread,5
Vendors,2023-09-27 00:00:00,Unread,2
Vendors,2023-09-27 00:00:00,Read,7
Vendors,2023-09-28 00:00:00,Read,5
Vendors,2023-09-28 00:00:00,Unread,5
ServiceNow,2023-08-25 00:00:00,Unread,2
ServiceNow,2023-08-28 00:00:00,Unread,10
ServiceNow,2023-08-29 00:00:00,Unread,1
ServiceNow,2023-08-30 00:00:00,Unread,7
ServiceNow,2023-08-31 00:00:00,Unread,5
ServiceNow,2023-09-01 00:00:00,Unread,3
ServiceNow,2023-09-05 00:00:00,Unread,7
ServiceNow,2023-09-05 00:00:00,Read,1
ServiceNow,2023-09-06 00:00:00,Read,4
ServiceNow,2023-09-06 00:00:00,Unread,3
ServiceNow,2023-09-07 00:00:00,Unread,5
ServiceNow,2023-09-07 00:00:00,Read,1
ServiceNow,2023-09-08 00:00:00,Unread,1
ServiceNow,2023-09-11 00:00:00,Unread,10
ServiceNow,2023-09-12 00:00:00,Unread,7
ServiceNow,2023-09-12 00:00:00,Read,1
ServiceNow,2023-09-13 00:00:00,Unread,13
ServiceNow,2023-09-14 00:00:00,Unread,10
ServiceNow,2023-09-15 00:00:00,Unread,3
ServiceNow,2023-09-18 00:00:00,Unread,9
ServiceNow,2023-09-19 00:00:00,Unread,5
ServiceNow,2023-09-20 00:00:00,Unread,19
ServiceNow,2023-09-21 00:00:00,Unread,12
ServiceNow,2023-09-22 00:00:00,Unread,1
ServiceNow,2023-09-24 00:00:00,Unread,1
ServiceNow,2023-09-25 00:00:00,Unread,21
ServiceNow,2023-09-26 00:00:00,Unread,11
ServiceNow,2023-09-27 00:00:00,Unread,15
ServiceNow,2023-09-28 00:00:00,Unread,15
ServiceNow,2023-09-29 00:00:00,Unread,2
